"State","Agency_type","Agency_name","Ethnicity","Disability","Gender","Gender_Identity"
"Michigan","Cities","Bangor",0,0,1,0
"Michigan","Cities","Bath Township",0,0,0,0
"Michigan","Cities","Battle Creek",0,0,0,0
"Michigan","Cities","Benton Harbor",0,0,0,0
"Michigan","Cities","Benton Township",0,0,0,0
"Michigan","Cities","Birmingham",0,0,0,0
"Michigan","Cities","Blackman Township",0,0,0,0
"Michigan","Cities","Bloomfield Township",0,0,0,0
"Michigan","Cities","Brownstown Township",0,0,0,0
"Michigan","Cities","Buchanan",0,0,0,0
"Michigan","Cities","Buena Vista Township",0,0,0,0
"Michigan","Cities","Burton",0,0,0,0
"Michigan","Cities","Canton Township",0,0,0,0
"Michigan","Cities","Charlotte",0,0,0,0
"Michigan","Cities","Chesterfield Township",1,0,0,0
"Michigan","Cities","Chocolay Township",0,0,0,0
"Michigan","Cities","Clare",0,0,0,0
"Michigan","Cities","Clinton Township",0,0,0,0
"Michigan","Cities","Coldwater",0,0,0,0
"Michigan","Cities","Dearborn",3,0,0,0
"Michigan","Cities","Detroit",0,0,0,0
"Michigan","Cities","East Grand Rapids",0,0,0,0
"Michigan","Cities","Eastpointe",1,0,0,0
"Michigan","Cities","Elk Rapids",0,0,0,0
"Michigan","Cities","Escanaba",0,0,0,0
"Michigan","Cities","Essexville",0,0,0,0
"Michigan","Cities","Farmington",0,0,0,0
"Michigan","Cities","Ferndale",0,0,0,0
"Michigan","Cities","Flint Township",0,0,0,0
"Michigan","Cities","Flushing",0,0,0,0
"Michigan","Cities","Forsyth Township",0,0,0,0
"Michigan","Cities","Franklin",0,0,0,0
"Michigan","Cities","Fraser",0,0,0,0
"Michigan","Cities","Fruitport",0,0,0,0
"Michigan","Cities","Garden City",0,0,0,0
"Michigan","Cities","Gerrish Township",0,0,0,0
"Michigan","Cities","Grand Blanc Township",0,0,0,0
"Michigan","Cities","Grand Rapids",0,0,0,0
"Michigan","Cities","Grandville",1,1,0,0
"Michigan","Cities","Grayling",0,0,0,0
"Michigan","Cities","Grosse Pointe Park",0,0,0,0
"Michigan","Cities","Grosse Pointe Woods",1,0,0,0
"Michigan","Cities","Hamtramck",0,0,0,0
"Michigan","Cities","Harper Woods",0,0,0,0
"Michigan","Cities","Hartford",0,0,0,0
"Michigan","Cities","Hazel Park",0,0,0,0
"Michigan","Cities","Highland Park",0,0,0,0
"Michigan","Cities","Holland",1,0,0,0
"Michigan","Cities","Huntington Woods",0,0,0,0
"Michigan","Cities","Inkster",0,0,0,0
"Michigan","Cities","Jackson",0,0,0,0
"Michigan","Cities","Jonesville",0,0,0,0
"Michigan","Cities","Kalamazoo",0,0,0,0
"Michigan","Cities","Kentwood",0,0,0,0
"Michigan","Cities","Lake Orion",0,0,0,0
"Michigan","Cities","Lansing",1,0,0,0
"Michigan","Cities","Lincoln Township",0,0,0,0
"Michigan","Cities","Livonia",0,0,0,0
"Michigan","Cities","Mackinac Island",0,0,0,0
"Michigan","Cities","Madison Heights",0,0,0,0
"Michigan","Cities","Madison Township",0,0,0,0
"Michigan","Cities","Marshall",0,0,0,0
"Michigan","Cities","Meridian Township",0,0,0,0
"Michigan","Cities","Midland",0,0,0,0
"Michigan","Cities","Milan",0,0,0,0
"Michigan","Cities","Milford",0,0,0,0
"Michigan","Cities","Monroe",0,0,0,0
"Michigan","Cities","Mount Morris Township",0,0,0,0
"Michigan","Cities","Mount Pleasant",0,1,0,0
"Michigan","Cities","Muskegon",0,0,0,0
"Michigan","Cities","Muskegon Heights",0,0,0,0
"Michigan","Cities","Newaygo",0,0,0,0
"Michigan","Cities","Northfield Township",0,0,0,0
"Michigan","Cities","Northville Township",0,0,0,0
"Michigan","Cities","Norton Shores",0,0,0,0
"Michigan","Cities","Novi",0,0,0,0
"Michigan","Cities","Ontwa Township-Edwardsburg",0,0,0,0
"Michigan","Cities","Owosso",0,0,0,0
"Michigan","Cities","Pittsfield Township",0,0,0,0
"Michigan","Cities","Portage",0,0,0,0
"Michigan","Cities","Port Huron",0,0,0,0
"Michigan","Cities","Romeo",0,0,0,0
"Michigan","Cities","Roseville",0,0,0,0
"Michigan","Cities","Royal Oak",0,0,0,0
"Michigan","Cities","Saginaw",0,0,0,0
"Michigan","Cities","Saginaw Township",0,0,0,0
"Michigan","Cities","Saline",0,0,0,0
"Michigan","Cities","Sault Ste. Marie",0,0,0,0
"Michigan","Cities","Shelby Township",0,0,0,0
"Michigan","Cities","Southfield",0,0,0,0
"Michigan","Cities","Sparta",0,0,0,0
"Michigan","Cities","St. Joseph",0,0,0,0
"Michigan","Cities","Sumpter Township",0,0,0,0
"Michigan","Cities","Taylor",0,0,0,0
"Michigan","Cities","Three Rivers",0,0,0,0
"Michigan","Cities","Traverse City",0,0,0,0
"Michigan","Cities","Trenton",0,0,0,0
"Michigan","Cities","Troy",0,0,0,0
"Michigan","Cities","Utica",0,0,0,0
"Michigan","Cities","Van Buren Township",0,0,0,0
"Michigan","Cities","Warren",0,0,1,0
"Michigan","Cities","Waterford Township",0,0,0,0
"Michigan","Cities","Wayland",0,1,0,0
"Michigan","Cities","Wayne",0,0,0,0
"Michigan","Cities","West Bloomfield Township",2,0,0,0
"Michigan","Cities","Westland",1,0,0,0
"Michigan","Cities","White Lake Township",0,0,0,0
"Michigan","Cities","Woodhaven",0,0,0,0
"Michigan","Cities","Wyoming",0,0,0,0
"Michigan","Universities and Colleges","Eastern Michigan University",0,0,0,0
"Michigan","Universities and Colleges","Michigan State University",0,0,1,0
"Michigan","Universities and Colleges","Oakland University3",1,1,0,0
"Michigan","Universities and Colleges","Saginaw Valley State University",0,0,0,0
"Michigan","Universities and Colleges","""University of Michigan",1,0,0,0
"Michigan","Universities and Colleges","Western Michigan University",0,0,0,0
"Michigan","Metropolitan Counties","Eaton",0,0,0,0
"Michigan","Metropolitan Counties","Ingham",0,0,0,0
"Michigan","Metropolitan Counties","Jackson",0,0,0,0
"Michigan","Metropolitan Counties","Kent",0,0,0,0
"Michigan","Metropolitan Counties","Livingston",0,0,0,0
"Michigan","Metropolitan Counties","Macomb",1,0,0,0
"Michigan","Metropolitan Counties","Monroe",0,0,0,0
"Michigan","Metropolitan Counties","Oakland",3,0,0,0
"Michigan","Metropolitan Counties","Ottawa",0,0,0,0
"Michigan","Metropolitan Counties","Van Buren",0,0,0,0
"Michigan","Metropolitan Counties","Washtenaw",0,0,0,0
"Michigan","Nonmetropolitan Counties","Missaukee",1,0,0,0
"Michigan","Nonmetropolitan Counties","Ogemaw",0,0,0,0
"Michigan","Nonmetropolitan Counties","Otsego",0,0,0,0
"Michigan","Nonmetropolitan Counties","Tuscola",0,0,0,0
"Michigan","State Police Agencies","State Police: Cass County",0,0,0,0
"Michigan","State Police Agencies","State Police: Genesee County",0,0,0,0
"Michigan","State Police Agencies","State Police: Jackson County",0,0,0,0
"Michigan","State Police Agencies","State Police: Oakland County",0,0,0,0
"Michigan","State Police Agencies","State Police: Van Buren County",0,0,0,0
"Michigan","Other Agencies","Gerald R. Ford International Airport",0,0,0,0
"Michigan","Other Agencies","""State Police: Huron-Clinton Metropolitan Authority",0,0,0,0
"Minnesota","Cities","Bemidji",0,0,0,0
"Minnesota","Cities","Blaine",0,0,0,0
"Minnesota","Cities","Brooklyn Park",0,0,0,0
"Minnesota","Cities","Chaska",0,0,0,0
"Minnesota","Cities","Columbia Heights",1,0,0,0
"Minnesota","Cities","Crosby",0,0,0,0
"Minnesota","Cities","Duluth",0,0,0,0
"Minnesota","Cities","Eagan",0,0,0,0
"Minnesota","Cities","Eden Prairie",0,0,0,0
"Minnesota","Cities","Elk River",0,0,0,0
"Minnesota","Cities","Faribault",0,0,0,0
"Minnesota","Cities","Inver Grove Heights",0,0,0,0
"Minnesota","Cities","Lino Lakes",0,0,0,0
"Minnesota","Cities","Mankato",0,0,0,0
"Minnesota","Cities","Maple Grove",0,0,0,0
"Minnesota","Cities","Marshall",1,0,0,0
"Minnesota","Cities","Mendota Heights",0,0,0,0
"Minnesota","Cities","Minneapolis",3,1,0,0
"Minnesota","Cities","Moorhead",0,0,0,0
"Minnesota","Cities","Plymouth",0,0,0,0
"Minnesota","Cities","Rochester",2,0,0,0
"Minnesota","Cities","Roseville",0,0,0,0
"Minnesota","Cities","Savage",0,0,0,0
"Minnesota","Cities","Shakopee",0,0,0,0
"Minnesota","Cities","Shoreview",0,0,0,0
"Minnesota","Cities","Spring Lake Park",1,0,0,0
"Minnesota","Cities","St. Anthony",0,0,0,0
"Minnesota","Cities","St. Cloud",2,0,0,0
"Minnesota","Cities","St. Louis Park",0,0,0,0
"Minnesota","Cities","St. Paul",0,0,0,0
"Minnesota","Cities","Wadena",0,0,0,0
"Minnesota","Cities","Waite Park",1,0,0,0
"Minnesota","Cities","West St. Paul",0,0,0,0
"Minnesota","Cities","Woodbury",0,0,0,0
"Minnesota","Universities and Colleges","""University of Minnesota",0,0,0,0
"Minnesota","Metropolitan Counties","Hennepin",0,0,0,0
"Minnesota","Metropolitan Counties","Mille Lacs",0,0,0,0
"Minnesota","Nonmetropolitan Counties","Mahnomen",0,0,0,0
"Minnesota","Nonmetropolitan Counties","Rice",0,0,0,0
"Mississippi","Cities","Biloxi",0,0,0,0
"Mississippi","Cities","Gulfport",2,0,0,0
"Missouri","Cities","Branson",1,0,0,0
"Missouri","Cities","Clayton",0,0,0,0
"Missouri","Cities","Grandview",0,0,0,0
"Missouri","Cities","Independence",0,0,0,0
"Missouri","Cities","Joplin",0,0,0,0
"Missouri","Cities","Kansas City",5,1,4,2
"Missouri","Cities","Raytown",0,0,0,0
"Missouri","Cities","Springfield",0,0,0,0
"Missouri","Cities","St. Charles",0,0,0,0
"Missouri","Cities","St. Joseph",0,0,0,0
"Missouri","Cities","St. Louis",0,0,0,0
"Missouri","Cities","University City",0,0,0,0
"Missouri","Universities and Colleges","""University of Missouri",0,0,0,0
"Missouri","Metropolitan Counties","De Kalb",0,0,0,0
"Missouri","Metropolitan Counties","Jefferson",0,0,0,0
"Missouri","Metropolitan Counties","St. Charles",0,0,0,0
"Missouri","Metropolitan Counties","St. Louis County Police Department",0,0,0,0
"Missouri","Nonmetropolitan Counties","Carroll",0,0,0,0
"Missouri","Nonmetropolitan Counties","Henry",0,0,0,0
"Missouri","Nonmetropolitan Counties","Laclede",0,0,0,0
"Montana","Cities","Billings",0,0,0,0
"Montana","Cities","Columbia Falls",0,0,0,0
"Montana","Cities","Great Falls",0,0,0,0
"Montana","Cities","Hamilton",0,0,0,0
"Montana","Cities","Helena",0,0,0,0
"Montana","Cities","Kalispell",0,0,0,0
"Montana","Cities","Missoula",0,0,0,0
"Montana","Universities and Colleges","Montana State University",0,0,0,0
"Montana","Metropolitan Counties","Cascade",1,0,0,0
"Montana","Metropolitan Counties","Missoula",0,0,0,0
"Montana","Nonmetropolitan Counties","Park",0,0,0,0
"Montana","Nonmetropolitan Counties","Silver Bow",0,0,0,0
"Nebraska","Cities","Columbus",0,0,0,0
"Nebraska","Cities","Cozad",1,0,0,0
"Nebraska","Cities","Grand Island",2,0,0,0
"Nebraska","Cities","Kearney",0,0,0,0
"Nebraska","Cities","Lexington",0,0,0,0
"Nebraska","Cities","Lincoln",1,0,0,0
"Nebraska","Cities","Omaha",1,0,0,0
"Nebraska","Cities","Sidney",0,0,0,0
"Nebraska","Metropolitan Counties","Lancaster",1,0,0,0
"Nebraska","Nonmetropolitan Counties","Dawson",0,0,0,0
"Nevada","Cities","Carlin",0,0,0,0
"Nevada","Cities","Henderson",0,0,0,0
"Nevada","Cities","Las Vegas Metropolitan Police Department",6,0,0,0
"Nevada","Cities","North Las Vegas",1,0,0,0
"Nevada","Cities","Reno",0,0,0,0
"New_Hampshire","Cities","Ashland",0,0,0,0
"New_Hampshire","Cities","Bedford",0,0,0,0
"New_Hampshire","Cities","Concord",0,0,0,0
"New_Hampshire","Cities","Conway",0,0,0,0
"New_Hampshire","Cities","Farmington",0,0,0,0
"New_Hampshire","Cities","Hampton",0,0,0,0
"New_Hampshire","Cities","Hampton Falls",1,0,0,0
"New_Hampshire","Cities","Hanover",0,0,0,0
"New_Hampshire","Cities","Keene",0,0,0,0
"New_Hampshire","Cities","Londonderry",0,0,0,0
"New_Hampshire","Cities","Manchester",0,0,0,0
"New_Hampshire","Cities","Newbury",0,0,0,0
"New_Hampshire","Cities","Pelham",0,0,0,0
"New_Hampshire","Cities","Plaistow",0,0,0,0
"New_Hampshire","Cities","Windham",0,0,0,0
"New_Hampshire","Universities and Colleges","University of New Hampshire",0,0,0,0
"New_Jersey","Cities","Aberdeen Township",0,0,0,0
"New_Jersey","Cities","Allenhurst",0,0,0,0
"New_Jersey","Cities","Asbury Park",0,0,0,0
"New_Jersey","Cities","Bedminster Township",0,0,0,0
"New_Jersey","Cities","Belleville",0,0,0,0
"New_Jersey","Cities","Brick Township",1,0,0,0
"New_Jersey","Cities","Burlington",0,1,0,0
"New_Jersey","Cities","Burlington Township",0,0,0,0
"New_Jersey","Cities","Caldwell",0,0,0,0
"New_Jersey","Cities","Cinnaminson Township",0,0,0,0
"New_Jersey","Cities","Clark Township",0,0,0,0
"New_Jersey","Cities","Closter",0,0,0,0
"New_Jersey","Cities","Colts Neck Township",0,0,0,0
"New_Jersey","Cities","Cranford Township",0,0,0,0
"New_Jersey","Cities","Delran Township",0,0,0,0
"New_Jersey","Cities","Eastampton Township",1,0,0,0
"New_Jersey","Cities","East Brunswick Township",1,0,0,0
"New_Jersey","Cities","East Hanover Township",0,0,0,0
"New_Jersey","Cities","East Orange",0,0,0,0
"New_Jersey","Cities","East Windsor Township",0,0,0,0
"New_Jersey","Cities","Egg Harbor Township",1,0,0,0
"New_Jersey","Cities","Elmwood Park",0,1,0,0
"New_Jersey","Cities","Evesham Township",0,0,0,0
"New_Jersey","Cities","Ewing Township",0,0,0,0
"New_Jersey","Cities","Fairview",1,0,0,0
"New_Jersey","Cities","Fanwood",0,0,0,0
"New_Jersey","Cities","Fort Lee",0,0,0,0
"New_Jersey","Cities","Franklin Lakes",1,0,0,0
"New_Jersey","Cities","""Franklin Township",0,0,0,0
"New_Jersey","Cities","Freehold Township",0,0,0,0
"New_Jersey","Cities","Galloway Township",0,0,0,0
"New_Jersey","Cities","Glassboro",2,0,0,0
"New_Jersey","Cities","Glen Ridge",0,0,0,0
"New_Jersey","Cities","Gloucester Township",0,0,0,0
"New_Jersey","Cities","Green Brook Township",0,0,0,0
"New_Jersey","Cities","""Greenwich Township",0,0,0,0
"New_Jersey","Cities","Haddonfield",0,0,0,0
"New_Jersey","Cities","Haddon Township",1,0,0,0
"New_Jersey","Cities","Hardyston Township",0,0,0,0
"New_Jersey","Cities","Harrison",0,0,0,0
"New_Jersey","Cities","Harrison Township",0,0,0,0
"New_Jersey","Cities","Highland Park",0,0,0,0
"New_Jersey","Cities","Hightstown",1,0,0,0
"New_Jersey","Cities","Hillsborough Township",0,0,0,0
"New_Jersey","Cities","Hoboken",0,0,0,0
"New_Jersey","Cities","Holmdel Township",0,0,0,0
"New_Jersey","Cities","Howell Township",3,0,0,0
"New_Jersey","Cities","Irvington",0,0,0,0
"New_Jersey","Cities","Jackson Township",0,0,0,0
"New_Jersey","Cities","Jersey City",1,0,0,0
"New_Jersey","Cities","Keansburg",0,0,0,0
"New_Jersey","Cities","Lacey Township",2,1,0,0
"New_Jersey","Cities","Lakewood Township",3,0,0,0
"New_Jersey","Cities","""Lawrence Township",0,1,0,0
"New_Jersey","Cities","Little Egg Harbor Township",2,0,0,0
"New_Jersey","Cities","Little Falls Township",0,0,0,0
"New_Jersey","Cities","Livingston Township",0,0,0,0
"New_Jersey","Cities","Logan Township",0,0,0,0
"New_Jersey","Cities","Long Beach Township",0,0,0,0
"New_Jersey","Cities","Lower Township",0,0,0,0
"New_Jersey","Cities","Lumberton Township",0,0,0,0
"New_Jersey","Cities","Mahwah Township",0,0,0,0
"New_Jersey","Cities","Manalapan Township",2,0,0,0
"New_Jersey","Cities","Manasquan",0,0,0,0
"New_Jersey","Cities","Manchester Township",0,0,0,0
"New_Jersey","Cities","Maple Shade Township",0,0,0,0
"New_Jersey","Cities","Margate City",0,0,0,0
"New_Jersey","Cities","Marlboro Township",0,0,0,0
"New_Jersey","Cities","Medford Lakes",0,0,0,0
"New_Jersey","Cities","Medford Township",0,0,0,0
"New_Jersey","Cities","Mendham",0,0,0,0
"New_Jersey","Cities","Middlesex",0,0,0,0
"New_Jersey","Cities","Middletown Township",0,0,0,0
"New_Jersey","Cities","""Monroe Township",1,1,0,0
"New_Jersey","Cities","Montclair",0,0,0,0
"New_Jersey","Cities","Montgomery Township",0,0,0,0
"New_Jersey","Cities","Moorestown Township",0,0,0,0
"New_Jersey","Cities","Morris Township",0,0,0,0
"New_Jersey","Cities","Mount Laurel Township",1,0,0,0
"New_Jersey","Cities","Mount Olive Township",2,0,0,0
"New_Jersey","Cities","Neptune Township",1,0,0,0
"New_Jersey","Cities","Newark",0,0,0,0
"New_Jersey","Cities","New Brunswick",0,0,0,0
"New_Jersey","Cities","New Providence",0,0,0,0
"New_Jersey","Cities","North Brunswick Township",2,0,0,0
"New_Jersey","Cities","Nutley Township",0,0,0,0
"New_Jersey","Cities","Oakland",0,0,0,0
"New_Jersey","Cities","Oceanport",0,0,0,0
"New_Jersey","Cities","Old Bridge Township",0,0,0,0
"New_Jersey","Cities","Palmyra",0,0,0,0
"New_Jersey","Cities","Paramus",1,0,0,0
"New_Jersey","Cities","Parsippany-Troy Hills Township",0,0,0,0
"New_Jersey","Cities","Passaic",1,0,0,0
"New_Jersey","Cities","Paulsboro",0,0,0,0
"New_Jersey","Cities","Pemberton Township",0,0,0,0
"New_Jersey","Cities","Pennsauken Township",0,0,0,0
"New_Jersey","Cities","Pequannock Township",0,0,0,0
"New_Jersey","Cities","Phillipsburg",1,0,0,0
"New_Jersey","Cities","Pine Hill",0,0,0,0
"New_Jersey","Cities","Piscataway Township",0,0,0,0
"New_Jersey","Cities","Pitman",0,0,0,0
"New_Jersey","Cities","Plainsboro Township",0,1,0,0
"New_Jersey","Cities","Point Pleasant",1,0,0,0
"New_Jersey","Cities","Randolph Township",0,0,0,0
"New_Jersey","Cities","Raritan",0,0,0,0
"New_Jersey","Cities","Readington Township",0,0,0,0
"New_Jersey","Cities","Robbinsville Township",0,0,0,0
"New_Jersey","Cities","Runnemede",0,0,0,0
"New_Jersey","Cities","Salem",0,0,0,0
"New_Jersey","Cities","Secaucus",0,0,0,0
"New_Jersey","Cities","Shrewsbury",0,0,0,0
"New_Jersey","Cities","Somerville",0,0,0,0
"New_Jersey","Cities","South Brunswick Township",0,0,0,0
"New_Jersey","Cities","South Orange",0,0,0,0
"New_Jersey","Cities","South Plainfield",1,0,0,0
"New_Jersey","Cities","Spotswood",0,0,0,0
"New_Jersey","Cities","Toms River Township",0,0,0,0
"New_Jersey","Cities","Totowa",0,0,0,0
"New_Jersey","Cities","Trenton",0,0,0,0
"New_Jersey","Cities","Union Beach",1,0,0,0
"New_Jersey","Cities","Union City",0,0,0,0
"New_Jersey","Cities","Verona",0,0,0,0
"New_Jersey","Cities","Vineland",0,0,0,0
"New_Jersey","Cities","Voorhees Township",0,0,0,0
"New_Jersey","Cities","Washington",0,0,0,0
"New_Jersey","Cities","""Washington Township",0,0,0,0
"New_Jersey","Cities","""Washington Township",1,0,0,0
"New_Jersey","Cities","Watchung",0,0,0,0
"New_Jersey","Cities","Weehawken Township",0,0,0,0
"New_Jersey","Cities","West Caldwell Township",0,0,0,0
"New_Jersey","Cities","West Deptford Township",1,0,0,0
"New_Jersey","Cities","West Long Branch",0,0,0,0
"New_Jersey","Cities","West Milford Township",0,0,0,0
"New_Jersey","Cities","Woodbridge Township",0,0,0,0
"New_Jersey","Cities","Woodbury",0,0,0,0
"New_Jersey","Cities","Woodbury Heights",0,0,0,0
"New_Jersey","Cities","Woolwich Township",0,0,0,0
"New_Jersey","Metropolitan Counties","Camden County Police Department",0,0,0,0
"New_Jersey","State Police Agencies","State Police: Ocean County",0,0,0,0
"New_Jersey","State Police Agencies","State Police: Salem County",0,0,0,0
"New_Mexico","Cities","Albuquerque",0,0,0,0
"New_Mexico","Cities","Belen",1,0,0,0
"New_Mexico","Cities","Los Lunas",0,0,0,0
"New_York","Cities","Albany",0,0,0,0
"New_York","Cities","Amherst Town",0,0,0,0
"New_York","Cities","Batavia",0,0,0,0
"New_York","Cities","Brighton Town",0,0,0,0
"New_York","Cities","Buffalo",2,0,1,0
"New_York","Cities","Canandaigua",0,0,0,0
"New_York","Cities","Clarkstown Town",0,0,0,0
"New_York","Cities","Cohoes",0,0,0,0
"New_York","Cities","Colonie Town",0,0,0,0
"New_York","Cities","Crawford Town",0,0,0,0
"New_York","Cities","Croton-on-Hudson Village",0,0,1,0
"New_York","Cities","Freeport Village",1,0,0,0
"New_York","Cities","Greece Town",0,0,0,0
"New_York","Cities","Hamburg Town",0,0,0,0
"New_York","Cities","Hyde Park Town",0,0,0,0
"New_York","Cities","Ithaca",0,0,0,0
"New_York","Cities","Jamestown",0,0,0,0
"New_York","Cities","Liberty Village",0,0,0,0
"New_York","Cities","Middletown",0,0,0,0
"New_York","Cities","Monroe Village",0,0,0,0
"New_York","Cities","Mount Vernon",1,0,0,0
"New_York","Cities","Newburgh",1,0,0,0
"New_York","Cities","New Rochelle",0,0,0,0
"New_York","Cities","New York",17,1,0,1
"New_York","Cities","Niagara Falls",1,0,0,0
"New_York","Cities","North Syracuse Village",0,0,0,0
"New_York","Cities","Owego Village",0,0,0,0
"New_York","Cities","Poughkeepsie",2,1,0,1
"New_York","Cities","Poughkeepsie Town",0,0,0,0
"New_York","Cities","Ramapo Town",0,0,0,0
"New_York","Cities","Rochester",0,0,0,0
"New_York","Cities","Rockville Centre Village",0,0,0,0
"New_York","Cities","Salamanca",0,0,0,0
"New_York","Cities","Saratoga Springs",0,0,0,0
"New_York","Cities","Scarsdale Village",0,0,0,0
"New_York","Cities","Schodack Town",0,0,1,0
"New_York","Cities","Sleepy Hollow Village",0,0,0,0
"New_York","Cities","Spring Valley Village",0,0,0,0
"New_York","Cities","Troy",0,0,0,0
"New_York","Cities","Tuckahoe Village",1,0,0,0
"New_York","Cities","Utica",0,0,0,0
"New_York","Cities","West Seneca Town",0,0,0,0
"New_York","Cities","Yonkers",0,0,1,1
"New_York","Universities and Colleges","Cornell University",0,0,0,0
"New_York","Universities and Colleges","Ithaca College",1,0,0,0
"New_York","Universities and Colleges","State University of New York: Binghamton",0,0,0,1
"New_York","Universities and Colleges","State University of New York: Stony Brook",0,0,0,0
"New_York","Universities and Colleges","State University of New York Agricultural and Technical College: Alfred",0,0,0,0
"New_York","Universities and Colleges","State University of New York Agricultural and Technical College: Cobleskill",0,0,0,0
"New_York","Universities and Colleges","State University of New York Agricultural and Technical College: Morrisville",0,0,1,0
"New_York","Universities and Colleges","State University of New York College: Buffalo",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Cortland",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Fredonia",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: New Paltz",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Oneonta",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Oswego",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Potsdam",0,0,0,0
"New_York","Universities and Colleges","State University of New York College: Purchase",0,0,0,0
"New_York","Metropolitan Counties","Broome",0,0,0,0
"New_York","Metropolitan Counties","Erie",1,0,0,0
"New_York","Metropolitan Counties","Livingston",0,0,0,0
"New_York","Metropolitan Counties","Monroe",0,0,0,0
"New_York","Metropolitan Counties","Nassau",3,0,0,0
"New_York","Metropolitan Counties","Oneida",0,0,0,0
"New_York","Metropolitan Counties","Putnam",0,0,0,1
"New_York","Metropolitan Counties","Suffolk County Police Department",4,0,0,0
"New_York","Metropolitan Counties","Ulster",0,0,0,0
"New_York","Metropolitan Counties","Westchester Public Safety",0,0,0,0
"New_York","Nonmetropolitan Counties","St. Lawrence",0,0,0,0
"New_York","State Police Agencies","State Police: Broome County",0,0,0,0
"New_York","State Police Agencies","State Police: Dutchess County",0,0,0,0
"New_York","State Police Agencies","State Police: Franklin County",0,0,0,0
"New_York","State Police Agencies","State Police: Herkimer County",0,0,0,0
"New_York","State Police Agencies","State Police: Jefferson County",0,0,0,0
"New_York","State Police Agencies","State Police: Madison County",0,0,0,0
"New_York","State Police Agencies","State Police: Nassau County",0,0,0,0
"New_York","State Police Agencies","State Police: Orange County",0,0,0,0
"New_York","State Police Agencies","State Police: Otsego County",0,0,0,0
"New_York","State Police Agencies","State Police: Putnam County",1,0,0,0
"New_York","State Police Agencies","State Police: Saratoga County",0,0,0,0
"New_York","State Police Agencies","State Police: Steuben County",0,0,1,0
"New_York","State Police Agencies","State Police: Ulster County",0,0,0,0
"New_York","State Police Agencies","State Police: Westchester County",0,0,0,0
"New_York","Other Agencies","New York City Metropolitan Transportation Authority",0,0,0,0
"New_York","Other Agencies","""State Park",0,0,0,0
"North_Carolina","Cities","Albemarle",0,0,0,0
"North_Carolina","Cities","Asheboro",0,0,0,0
"North_Carolina","Cities","Asheville",1,0,0,0
"North_Carolina","Cities","Burlington",0,0,0,0
"North_Carolina","Cities","Carrboro",0,0,0,0
"North_Carolina","Cities","Chapel Hill",1,0,0,0
"North_Carolina","Cities","Charlotte-Mecklenburg",3,0,0,0
"North_Carolina","Cities","Concord",0,0,0,0
"North_Carolina","Cities","Creedmoor",0,0,0,0
"North_Carolina","Cities","Durham",1,0,0,0
"North_Carolina","Cities","Fayetteville",1,0,0,0
"North_Carolina","Cities","Gastonia",0,0,0,0
"North_Carolina","Cities","Greensboro",0,0,0,0
"North_Carolina","Cities","Greenville",0,0,0,0
"North_Carolina","Cities","Hickory",0,0,0,0
"North_Carolina","Cities","Huntersville",0,0,0,0
"North_Carolina","Cities","King",0,0,0,0
"North_Carolina","Cities","Leland",0,0,0,0
"North_Carolina","Cities","Lilesville",0,0,0,0
"North_Carolina","Cities","Mint Hill",0,0,0,0
"North_Carolina","Cities","Morganton",0,0,0,0
"North_Carolina","Cities","New Bern",0,0,0,0
"North_Carolina","Cities","Oxford",0,0,0,0
"North_Carolina","Cities","Raleigh",1,0,0,0
"North_Carolina","Cities","Rocky Mount",0,0,0,0
"North_Carolina","Cities","Roxboro",0,0,0,0
"North_Carolina","Cities","Salisbury",0,0,0,0
"North_Carolina","Cities","Siler City",0,0,0,0
"North_Carolina","Cities","Thomasville",0,0,0,0
"North_Carolina","Cities","Wadesboro",0,0,0,0
"North_Carolina","Cities","Wilmington",0,0,0,0
"North_Carolina","Cities","Wilson",0,0,0,0
"North_Carolina","Cities","Wrightsville Beach",0,0,0,0
"North_Carolina","Universities and Colleges","East Carolina University",0,0,0,0
"North_Carolina","Universities and Colleges","North Carolina School of the Arts",0,0,0,0
"North_Carolina","Universities and Colleges","University of North Carolina: Greensboro",0,0,0,0
"North_Carolina","Universities and Colleges","University of North Carolina: Wilmington",0,0,0,0
"North_Carolina","Universities and Colleges","Wake Forest University",0,0,0,0
"North_Carolina","Metropolitan Counties","Buncombe",1,0,0,0
"North_Carolina","Metropolitan Counties","Cabarrus",1,0,0,0
"North_Carolina","Metropolitan Counties","Catawba",0,0,0,0
"North_Carolina","Metropolitan Counties","Guilford",0,0,0,0
"North_Carolina","Metropolitan Counties","Iredell",0,0,0,0
"North_Carolina","Metropolitan Counties","New Hanover",0,0,0,0
"North_Carolina","Metropolitan Counties","Pitt",1,0,0,0
"North_Carolina","Nonmetropolitan Counties","Rutherford",0,0,0,0
"North_Carolina","Nonmetropolitan Counties","Surry",0,0,0,0
"North_Carolina","Nonmetropolitan Counties","Swain",0,0,0,0
"North_Dakota","Cities","Beulah",1,0,0,0
